model,MAE,RMSE,MAPE,MASE
naive,10.191890218263561,29.662729092346442,0.0732699769895637,1.491870298450625
arima,18.4905010556243,14.579265548861976,0.05509016904198953,1.0508313151336068
analog_only,15.598817909017587,17.569415744689397,0.11282641334719301,1.2544545011608297
bass_only,16.594102852444745,16.730824613156372,0.10540385234770625,1.0955628037111294
analog_bass_static,6.116930818304837,23.97928612616969,0.15164787907586932,1.1099097159396036
analog_bass_adaptive,12.10768526895809,12.687472007182416,0.056751027988403174,0.6742425487565896
